source,source_record_id,name,location,marketplace,market_chain_level,min_price,max_price,modal_price,currency,quantity,unit,observed_at,collected_at,source_url
wisarra,,Rice (Pyapon Paw San) (New),Yangon,War Tan,unspecified,155000,165000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (MyaungMya Pathein Paw San) (New),Yangon,War Tan,unspecified,165000,175000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (Paw San Nae Sone) (New),Yangon,War Tan,unspecified,163000,170000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (Nga Sein) (New),Yangon,War Tan,unspecified,72000,80000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (Shwebo Paw San),Yangon,War Tan,unspecified,200000,230000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (Emata 25%),Yangon,War Tan,unspecified,80000,83000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (90 Day Thit Shal),Yangon,War Tan,unspecified,,115000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Rice (Thee Htet Shal),Yangon,War Tan,unspecified,78000,83000,,MMK,1.5,basket,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,"Blackgram (SQ, RC) (2023)",Yangon,Bayint Naung,unspecified,,3469000,,MMK,1,ton,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Pigeon Pea (RC) (2021),Yangon,Bayint Naung,unspecified,,3799000,,MMK,1,ton,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chick Pea (Phyu Lone),Yangon,Bayint Naung,unspecified,,3560000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chick Pea (Phyu Lone Gyi),Yangon,Bayint Naung,unspecified,,4035,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Green pea,Yangon,Bayint Naung,unspecified,4300,4475,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Sultani Sultapya,Yangon,Bayint Naung,unspecified,13000,14500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Butter Bean,Yangon,Bayint Naung,unspecified,,4695,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Lablab Bean (Shwe Kyun),Yangon,Bayint Naung,unspecified,,4000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Lablab Bean (Kone),Yangon,Bayint Naung,unspecified,14155,14515,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Mung Bean (Khayan Shwe Wah),Yangon,Bayint Naung,unspecified,12345,12700,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Mung Bean(Bego Shwe Wah),Yangon,Bayint Naung,unspecified,,5580,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Mung Bean (Wakema),Yangon,Bayint Naung,unspecified,,5580,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Corn,Yangon,Bayint Naung,unspecified,4830,6350,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Bocate,Yangon,Bayint Naung,unspecified,1780,1800,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Half Chickpea,Yangon,Bayint Naung,unspecified,3500,3670,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Soya Bean (Delta),Yangon,Bayint Naung,unspecified,5525,6000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Soya Bean (Delta) (High Yield),Yangon,Bayint Naung,unspecified,7665,8000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Sake Phyu Shal),Yangon,Bayint Naung,unspecified,7165,7500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Sake Phyu Lat Gyi),Yangon,Bayint Naung,unspecified,,7700,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Sake Phyu Lat Thant),Yangon,Bayint Naung,unspecified,,7500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Sake Phyu Lat Chaw),Yangon,Bayint Naung,unspecified,,7300,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Monywa Shal) (New),Yangon,Bayint Naung,unspecified,,6200,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Aung Pan Htoo 3),Yangon,Bayint Naung,unspecified,,6500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Aung Pan Htoo 4),Yangon,Bayint Naung,unspecified,,7500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Onion (Aung Pan Htoo 5),Yangon,Bayint Naung,unspecified,,8500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chili (Pwa) (Sin Phyu Kyun),Yangon,Bayint Naung,unspecified,,9500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chili (Pwa) (MyintWaKyunPaw),Yangon,Bayint Naung,unspecified,36000,38000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chili (Moe Htaung) (Myint Wa),Yangon,Bayint Naung,unspecified,34000,36000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chili (Shay) (India),Yangon,Bayint Naung,unspecified,20000,22500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Chili (Shay) (Pantanaw),Yangon,Bayint Naung,unspecified,20000,22000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Jaggery (Yesakyo) (Chaw),Yangon,Bayint Naung,unspecified,5100,5400,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Tamarind (Kyaukpadaung),Yangon,Bayint Naung,unspecified,,7500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Tamarind (Pwintkat) (New),Yangon,Bayint Naung,unspecified,5500,8000,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Tamarind (Darzinn) (New),Yangon,Bayint Naung,unspecified,4000,4300,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Potato (OK) (Aung Pan),Yangon,Bayint Naung,unspecified,,1800,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,"Potato (S1,2) (Aung Pan)",Yangon,Bayint Naung,unspecified,,2500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Potato (S3) (Aung Pan),Yangon,Bayint Naung,unspecified,,3200,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Potato (OK) (Heho),Yangon,Bayint Naung,unspecified,,3500,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,"Potato (S1,2) (Heho)",Yangon,Bayint Naung,unspecified,,,,MMK,1,viss,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Water Melon,Yangon,Thiri Mingalar Zay,unspecified,,,,MMK,1,pc,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Pomelo,Yangon,Thiri Mingalar Zay,unspecified,2000,8000,,MMK,1,pc,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
wisarra,,Avocado,Yangon,Thiri Mingalar Zay,unspecified,1000,5000,,MMK,1,pc,2026-09-24T00:00:00Z,2026-09-26T08:27:10Z,https://wisarra.com/en/market-price
